	T0A	T0B	T14A	T14B
ENSG00000242136	0	0	0	0
ENSG00000242137	2	1	3	1
ENSG00000242140	3	2	2	1
ENSG00000242142	3	1	0	3
ENSG00000242145	0	0	0	0
ENSG00000242147	2	8	0	2
ENSG00000242150	0	0	0	0
ENSG00000242151	0	0	0	0
ENSG00000242152	0	0	0	0
ENSG00000242153	0	0	0	0
ENSG00000242154	0	0	1	2
ENSG00000242156	0	0	0	0
ENSG00000242158	0	0	0	0
ENSG00000242159	5	7	2	4
ENSG00000242162	8	3	1	6
ENSG00000242163	4	1	2	0
ENSG00000242165	0	0	0	0
ENSG00000242169	14	7	8	7
ENSG00000242170	0	0	0	0
ENSG00000242173	4	2	0	0
ENSG00000242175	0	0	1	1
ENSG00000242176	0	0	0	0
ENSG00000242178	0	0	0	0
ENSG00000242180	0	0	0	0
ENSG00000242182	0	0	0	0
ENSG00000242186	0	0	0	0
ENSG00000242190	0	0	0	0
ENSG00000242193	545	320	641	680
ENSG00000242195	0	0	0	0
ENSG00000242197	0	0	0	0
ENSG00000242198	16	8	19	32
ENSG00000242199	0	0	0	2
ENSG00000242201	0	0	0	0
ENSG00000242206	1	0	0	1
ENSG00000242207	0	0	0	0
ENSG00000242208	5	4	0	1
ENSG00000242209	2	1	0	4
ENSG00000242214	0	0	0	0
ENSG00000242216	0	0	0	0
ENSG00000242220	3	2	7	5
ENSG00000242221	2	0	0	0
ENSG00000242222	0	0	1	0
ENSG00000242229	3	0	2	0
ENSG00000242236	0	0	0	0
ENSG00000242241	0	0	0	0
ENSG00000242242	10	1	6	10
ENSG00000242244	0	0	0	0
ENSG00000242246	0	0	0	0
ENSG00000242247	5028	3596	2446	2330
ENSG00000242248	0	0	0	0
ENSG00000242251	0	0	0	0
ENSG00000242252	4	0	1	4
ENSG00000242255	0	0	0	0
ENSG00000242256	0	0	0	0
ENSG00000242258	0	0	0	0
ENSG00000242259	956	558	1711	1706
ENSG00000242261	0	0	0	0
ENSG00000242262	26	17	14	13
ENSG00000242265	6650	4439	24350	24129
ENSG00000242266	0	0	0	0
ENSG00000242267	0	0	0	6
ENSG00000242268	0	0	0	0
ENSG00000242272	1	0	0	0
ENSG00000242276	6	6	2	3
ENSG00000242278	0	1	0	1
ENSG00000242279	0	0	0	0
ENSG00000242280	0	0	0	0
ENSG00000242281	0	0	0	0
ENSG00000242282	88	38	30	39
ENSG00000242285	0	0	0	0
ENSG00000242288	0	0	0	0
ENSG00000242290	1	0	0	0
ENSG00000242291	1	0	0	2
ENSG00000242292	0	0	0	0
ENSG00000242293	0	0	0	0
ENSG00000242294	61	41	77	105
ENSG00000242295	0	1	0	1
ENSG00000242296	1	2	0	0
ENSG00000242299	499	301	223	199
ENSG00000242307	1	0	2	3
ENSG00000242308	1	0	0	0
ENSG00000242314	6	5	2	1
ENSG00000242315	0	0	0	0
ENSG00000242317	0	0	0	0
ENSG00000242318	0	0	0	0
ENSG00000242320	1	1	0	0
ENSG00000242321	0	0	0	0
ENSG00000242324	0	0	0	0
ENSG00000242325	0	0	2	0
ENSG00000242326	0	0	0	0
ENSG00000242327	9	6	5	5
ENSG00000242329	3	4	1	1
ENSG00000242330	0	0	0	0
ENSG00000242337	14	10	16	7
ENSG00000242338	14	7	4	11
ENSG00000242339	0	0	0	0
ENSG00000242341	0	0	0	0
ENSG00000242348	0	0	0	0
ENSG00000242349	8	4	16	10
ENSG00000242352	3	2	0	0
ENSG00000242353	0	0	1	0
ENSG00000242358	0	0	0	0
ENSG00000242360	0	0	0	0
ENSG00000242362	0	0	0	0
ENSG00000242364	0	0	0	0
ENSG00000242365	0	0	1	0
ENSG00000242366	0	0	0	0
ENSG00000242370	0	0	0	0
ENSG00000242371	0	0	0	0
ENSG00000242372	4211	2035	2286	2048
ENSG00000242375	0	0	0	2
ENSG00000242381	0	0	0	0
ENSG00000242385	0	0	0	0
ENSG00000242387	0	0	0	0
ENSG00000242389	0	0	0	0
ENSG00000242390	0	0	0	2
ENSG00000242391	0	0	0	0
ENSG00000242393	0	0	0	0
ENSG00000242396	0	0	0	0
ENSG00000242398	0	0	0	0
ENSG00000242399	0	0	0	0
ENSG00000242405	1	1	2	3
ENSG00000242407	0	0	0	0
ENSG00000242411	0	0	0	0
ENSG00000242412	0	0	0	0
ENSG00000242417	0	0	0	0
ENSG00000242419	30	10	12	11
ENSG00000242423	0	0	0	0
ENSG00000242428	0	0	0	0
ENSG00000242430	0	0	0	0
ENSG00000242431	2	4	0	2
ENSG00000242435	0	0	1	0
ENSG00000242436	0	0	0	0
ENSG00000242439	2	1	1	4
ENSG00000242440	0	0	0	0
ENSG00000242441	0	0	9	11
ENSG00000242444	0	0	0	0
ENSG00000242445	4	0	4	5
ENSG00000242456	0	0	0	0
ENSG00000242457	6	8	6	7
ENSG00000242461	0	0	0	0
ENSG00000242472	0	0	0	0
ENSG00000242473	0	0	0	0
ENSG00000242474	7	19	19	9
ENSG00000242477	22	14	2	19
ENSG00000242479	0	0	0	0
ENSG00000242482	0	0	0	0
ENSG00000242483	0	0	0	0
ENSG00000242485	1604	1078	2169	2111
ENSG00000242488	0	0	0	0
ENSG00000242493	0	0	0	0
ENSG00000242498	1257	848	1317	1325
ENSG00000242507	0	0	0	0
ENSG00000242509	0	0	0	0
ENSG00000242510	0	0	0	0
ENSG00000242512	0	0	0	0
ENSG00000242515	0	0	0	0
ENSG00000242516	13	22	5	8
ENSG00000242520	0	0	0	0
ENSG00000242522	0	0	0	0
ENSG00000242524	0	0	0	0
ENSG00000242525	0	0	0	0
ENSG00000242527	3	1	1	3
ENSG00000242529	0	0	0	0
ENSG00000242531	1	0	2	4
ENSG00000242534	0	0	0	0
ENSG00000242536	0	0	0	0
ENSG00000242537	0	0	0	0
ENSG00000242539	0	0	0	0
ENSG00000242540	0	0	0	0
ENSG00000242545	0	0	0	0
ENSG00000242547	0	0	0	0
ENSG00000242550	0	0	0	0
ENSG00000242551	2	0	2	0
ENSG00000242552	0	0	0	0
ENSG00000242553	13	9	13	18
ENSG00000242559	0	0	0	0
ENSG00000242560	0	0	0	0
ENSG00000242561	0	0	0	0
ENSG00000242562	6	1	2	3
ENSG00000242565	0	0	0	0
ENSG00000242568	0	0	0	0
ENSG00000242571	11	5	5	6
ENSG00000242573	1	0	0	1
ENSG00000242574	0	4	2	9
ENSG00000242575	0	0	0	0
ENSG00000242578	6	6	1	1
ENSG00000242580	0	0	0	0
ENSG00000242583	0	0	0	0
ENSG00000242586	0	0	0	0
ENSG00000242588	34	10	29	34
ENSG00000242590	0	0	0	0
ENSG00000242593	0	0	0	0
ENSG00000242595	1	0	0	0
ENSG00000242598	0	0	0	0
ENSG00000242599	0	0	0	0
ENSG00000242600	21	9	8	10
ENSG00000242602	3	1	1	0
ENSG00000242607	0	4	1	0
ENSG00000242608	0	0	0	0
ENSG00000242609	0	0	0	0
ENSG00000242610	0	0	2	0
ENSG00000242611	0	0	13	6
ENSG00000242612	288	145	337	267
ENSG00000242613	0	0	0	0
ENSG00000242614	0	0	0	0
ENSG00000242615	14	6	7	17
ENSG00000242616	119	42	109	119
ENSG00000242618	0	0	0	0
ENSG00000242622	30	19	39	39
ENSG00000242628	0	4	0	0
ENSG00000242634	3	1	2	1
ENSG00000242635	0	0	0	0
ENSG00000242636	0	1	0	0
ENSG00000242638	0	0	0	0
ENSG00000242640	0	1	2	1
ENSG00000242641	0	0	0	0
ENSG00000242650	0	0	0	0
ENSG00000242651	2	0	2	0
ENSG00000242653	0	0	0	0
ENSG00000242654	0	0	0	0
ENSG00000242657	0	0	0	0
ENSG00000242659	3	0	2	3
ENSG00000242660	1	1	2	1
ENSG00000242661	2	3	3	2
ENSG00000242667	3	2	1	1
ENSG00000242668	0	0	0	0
ENSG00000242670	1	3	1	0
ENSG00000242671	0	0	0	0
ENSG00000242673	0	0	0	0
ENSG00000242675	0	0	0	0
ENSG00000242683	0	0	0	0
ENSG00000242686	0	0	0	0
ENSG00000242687	73	45	134	116
ENSG00000242688	0	0	0	0
ENSG00000242689	16	8	25	24
ENSG00000242692	6	5	3	1
ENSG00000242696	0	0	2	0
ENSG00000242697	133	89	61	77
ENSG00000242699	0	0	0	0
ENSG00000242703	0	0	0	0
ENSG00000242705	1	1	1	1
ENSG00000242706	0	1	0	0
ENSG00000242707	0	0	0	0
ENSG00000242709	0	0	0	0
ENSG00000242715	10	11	25	37
ENSG00000242719	0	0	2	1
ENSG00000242727	0	1	0	0
ENSG00000242728	0	0	0	0
ENSG00000242729	1	0	0	0
ENSG00000242731	0	0	0	0
ENSG00000242732	582	331	1272	1290
ENSG00000242735	0	0	0	0
ENSG00000242736	0	0	0	0
ENSG00000242737	0	2	1	2
ENSG00000242741	0	0	21	11
ENSG00000242747	15	8	11	6
ENSG00000242748	5	5	7	0
ENSG00000242752	0	0	0	0
ENSG00000242753	0	0	0	0
ENSG00000242756	0	0	2	1
ENSG00000242757	0	0	0	0
ENSG00000242759	23	12	27	24
ENSG00000242764	0	0	0	0
ENSG00000242766	0	0	0	0
ENSG00000242767	0	0	0	0
ENSG00000242768	0	0	0	0
ENSG00000242769	0	0	0	0
ENSG00000242770	2	2	0	6
ENSG00000242771	0	0	0	0
ENSG00000242775	0	0	0	0
ENSG00000242779	66	21	24	19
ENSG00000242781	0	0	0	0
ENSG00000242790	0	0	1	1
ENSG00000242791	2	1	0	4
ENSG00000242793	0	0	0	0
ENSG00000242794	0	0	0	0
ENSG00000242795	0	0	0	0
ENSG00000242797	3	1	5	9
ENSG00000242798	12	2	11	9
ENSG00000242802	1360	626	1231	856
ENSG00000242807	1	0	0	1
ENSG00000242808	6	2	4	0
ENSG00000242810	0	0	2	0
ENSG00000242811	0	0	0	0
ENSG00000242814	35	12	7	10
ENSG00000242816	0	0	0	0
ENSG00000242818	0	0	0	0
ENSG00000242828	2	2	0	0
ENSG00000242829	0	2	0	3
ENSG00000242834	0	0	0	0
ENSG00000242836	0	0	0	0
ENSG00000242837	1	1	0	1
ENSG00000242841	0	0	0	0
ENSG00000242849	14	7	26	26
ENSG00000242850	0	0	0	0
ENSG00000242852	4	2	4	0
ENSG00000242853	2	3	0	2
ENSG00000242854	0	0	0	0
ENSG00000242855	0	0	0	0
ENSG00000242856	0	0	0	0
ENSG00000242858	3	2	3	1
ENSG00000242860	0	0	0	0
ENSG00000242861	48	39	43	64
ENSG00000242863	0	0	0	0
ENSG00000242865	0	0	0	0
ENSG00000242866	0	0	2	0
ENSG00000242875	0	0	0	0
ENSG00000242876	1	0	1	6
ENSG00000242879	0	0	0	0
ENSG00000242880	0	0	0	0
ENSG00000242882	6	0	0	2
ENSG00000242887	0	0	0	0
ENSG00000242888	0	0	2	1
ENSG00000242889	0	2	4	0
ENSG00000242893	0	0	0	0
ENSG00000242894	0	0	0	0
ENSG00000242899	5	2	6	4
ENSG00000242902	33	8	0	2
ENSG00000242908	0	0	2	0
ENSG00000242911	0	0	0	0
ENSG00000242912	0	0	0	0
ENSG00000242915	0	0	0	0
ENSG00000242922	0	1	1	0
ENSG00000242925	0	0	0	0
ENSG00000242928	0	0	0	0
ENSG00000242931	2	0	0	0
ENSG00000242936	0	0	0	0
ENSG00000242941	0	0	2	0
ENSG00000242943	0	0	0	0
ENSG00000242945	0	0	0	0
ENSG00000242948	0	0	0	2
ENSG00000242950	13	13	20	15
ENSG00000242951	12	8	6	0
ENSG00000242952	13	10	3	3
ENSG00000242953	0	0	0	0
ENSG00000242958	0	0	0	1
ENSG00000242960	60	50	55	39
ENSG00000242963	0	0	0	0
ENSG00000242968	0	0	0	2
ENSG00000242970	1	2	7	3
ENSG00000242971	0	0	0	0
ENSG00000242973	0	1	2	0
ENSG00000242976	0	0	0	0
ENSG00000242978	1	0	2	1
ENSG00000242979	0	0	2	1
ENSG00000242983	0	0	0	0
ENSG00000242985	0	0	0	0
ENSG00000242986	2	2	2	2
ENSG00000242989	0	0	0	0
ENSG00000242990	0	0	0	0
ENSG00000242991	0	0	0	2
ENSG00000242992	26	19	35	18
ENSG00000242993	0	0	0	0
ENSG00000242995	1	0	1	1
ENSG00000242998	0	0	0	0
ENSG00000242999	0	2	0	0
ENSG00000243004	0	0	5	10
ENSG00000243005	0	0	0	0
ENSG00000243007	0	1	1	0
ENSG00000243008	0	0	0	2
ENSG00000243011	0	0	0	0
ENSG00000243012	0	0	0	0
ENSG00000243014	3	2	1	0
ENSG00000243015	0	0	0	0
ENSG00000243016	0	0	0	0
ENSG00000243018	1	1	2	3
ENSG00000243020	0	0	0	0
ENSG00000243022	2	0	0	1
ENSG00000243023	2	2	7	5
ENSG00000243024	25	13	21	4
ENSG00000243025	0	0	0	0
ENSG00000243027	0	0	0	0
ENSG00000243029	2	0	0	0
ENSG00000243033	2	0	0	2
ENSG00000243035	0	0	0	0
ENSG00000243038	0	0	0	0
ENSG00000243040	0	0	0	0
ENSG00000243044	0	0	0	0
ENSG00000243048	0	0	0	0
ENSG00000243049	1	0	0	0
ENSG00000243050	0	0	0	0
ENSG00000243051	0	0	0	0
ENSG00000243053	0	0	0	0
ENSG00000243055	2	5	7	2
ENSG00000243056	28	8	25	25
ENSG00000243058	1	0	0	3
ENSG00000243059	0	0	0	0
ENSG00000243062	0	0	0	0
ENSG00000243063	0	0	0	0
ENSG00000243064	0	0	0	0
ENSG00000243066	0	0	0	0
ENSG00000243069	0	1	2	5
ENSG00000243071	3	4	1	4
ENSG00000243072	0	0	0	0
ENSG00000243073	0	0	0	0
ENSG00000243075	0	0	0	0
ENSG00000243081	0	0	0	0
ENSG00000243083	6	6	0	0
ENSG00000243085	0	0	0	0
ENSG00000243089	0	0	0	2
ENSG00000243094	4	2	2	3
ENSG00000243095	1	0	0	0
ENSG00000243099	3	1	0	0
ENSG00000243101	1	1	0	1
ENSG00000243103	2	0	0	0
ENSG00000243104	0	0	0	1
ENSG00000243107	2	4	2	2
ENSG00000243115	0	0	0	0
ENSG00000243116	2	0	0	0
ENSG00000243122	0	0	0	0
ENSG00000243124	0	0	0	0
ENSG00000243125	0	0	0	0
ENSG00000243129	0	0	0	0
ENSG00000243130	0	0	0	0
ENSG00000243135	0	0	0	0
ENSG00000243136	0	0	0	0
ENSG00000243137	271	200	57	66
ENSG00000243141	1	0	0	0
ENSG00000243144	1	0	15	7
ENSG00000243147	2891	2328	2155	2223
ENSG00000243149	0	0	0	0
ENSG00000243150	0	0	0	0
ENSG00000243154	0	0	0	0
ENSG00000243155	14	5	14	12
ENSG00000243156	2935	1741	1111	1044
ENSG00000243160	1	0	0	0
ENSG00000243164	0	0	0	0
ENSG00000243165	1	0	0	0
ENSG00000243167	5	1	0	0
ENSG00000243171	0	0	0	0
ENSG00000243173	2	2	0	1
ENSG00000243175	5	4	3	1
ENSG00000243176	6	8	24	22
ENSG00000243179	0	0	2	0
ENSG00000243181	12	10	7	13
ENSG00000243187	0	0	0	0
ENSG00000243188	0	0	0	0
ENSG00000243193	0	0	4	8
ENSG00000243195	0	0	0	0
ENSG00000243197	0	0	0	0
ENSG00000243199	239	117	161	149
ENSG00000243207	0	0	1	0
ENSG00000243220	0	0	0	0
ENSG00000243224	19	9	8	7
ENSG00000243225	2	1	0	1
ENSG00000243227	0	0	0	0
ENSG00000243230	0	2	0	1
ENSG00000243232	214	126	26	38
ENSG00000243234	0	2	0	0
ENSG00000243236	0	0	0	0
ENSG00000243238	0	0	0	0
ENSG00000243243	2	8	11	16
ENSG00000243244	186	181	5503	5600
ENSG00000243250	3	3	0	4
ENSG00000243251	0	0	0	0
ENSG00000243254	0	0	0	0
ENSG00000243256	1	8	4	1
ENSG00000243257	0	0	0	0
ENSG00000243260	2	0	0	0
ENSG00000243264	0	0	0	0
ENSG00000243265	1	0	0	0
ENSG00000243267	0	0	0	0
ENSG00000243273	0	0	0	0
ENSG00000243274	0	0	0	0
ENSG00000243276	0	0	0	0
ENSG00000243279	1535	681	682	524
ENSG00000243280	2	0	0	1
ENSG00000243284	8	2	1	0
ENSG00000243287	0	0	0	0
ENSG00000243289	3	1	2	5
ENSG00000243290	0	0	0	0
ENSG00000243295	0	0	0	0
ENSG00000243296	0	0	10	9
ENSG00000243297	2	0	2	0
ENSG00000243300	0	0	0	0
ENSG00000243302	126	64	116	89
ENSG00000243303	0	0	0	0
ENSG00000243304	9	5	6	9
ENSG00000243305	0	0	0	0
ENSG00000243307	0	0	0	0
ENSG00000243312	15	13	9	12
ENSG00000243313	0	0	0	0
ENSG00000243314	0	1	0	0
ENSG00000243316	0	0	6	8
ENSG00000243317	3858	2694	2398	2217
ENSG00000243319	1	0	2	0
ENSG00000243321	0	0	0	0
ENSG00000243323	0	0	0	0
ENSG00000243328	0	0	1	0
ENSG00000243333	0	0	0	0
ENSG00000243335	1894	1156	1649	1591
ENSG00000243338	0	0	0	0
ENSG00000243339	5	9	1	5
ENSG00000243345	0	0	0	0
ENSG00000243346	0	0	0	0
ENSG00000243347	0	0	0	0
ENSG00000243349	0	0	2	2
ENSG00000243352	2	0	0	0
ENSG00000243353	0	0	0	0
ENSG00000243355	0	0	0	0
ENSG00000243359	0	0	0	0
ENSG00000243364	170	125	135	131
ENSG00000243365	0	0	0	0
ENSG00000243366	0	0	0	0
ENSG00000243368	3	4	13	6
ENSG00000243370	0	0	0	0
ENSG00000243373	0	0	0	0
ENSG00000243374	0	0	0	0
ENSG00000243378	0	0	0	0
ENSG00000243383	0	0	0	0
ENSG00000243384	1	0	2	4
ENSG00000243385	0	0	0	0
ENSG00000243388	18	14	4	6
ENSG00000243389	16	7	10	4
ENSG00000243396	1	1	0	0
ENSG00000243398	0	0	0	0
ENSG00000243402	0	0	0	0
ENSG00000243403	11	6	7	9
ENSG00000243404	6	4	2	1
ENSG00000243406	19	13	23	11
ENSG00000243410	0	0	0	0
ENSG00000243414	0	2	0	0
ENSG00000243415	5	8	3	11
ENSG00000243417	7	8	4	6
ENSG00000243420	0	0	0	0
ENSG00000243422	3	4	9	21
ENSG00000243423	2	0	2	0
ENSG00000243424	0	0	0	0
ENSG00000243426	0	0	0	0
ENSG00000243429	5	2	0	1
ENSG00000243431	9	9	9	5
ENSG00000243433	6	2	10	7
ENSG00000243437	0	0	0	0
ENSG00000243438	0	0	0	0
ENSG00000243439	0	0	0	0
ENSG00000243440	0	0	4	3
ENSG00000243444	23	26	144	135
ENSG00000243445	22	6	14	12
ENSG00000243446	0	0	0	0
ENSG00000243449	61	10	16	8
ENSG00000243453	0	0	0	0
ENSG00000243455	1	1	0	1
ENSG00000243466	0	0	0	0
ENSG00000243468	1	0	0	0
ENSG00000243469	0	0	0	0
ENSG00000243477	277	124	218	190
ENSG00000243478	0	0	0	0
ENSG00000243479	0	0	0	0
ENSG00000243480	1	2	0	1
ENSG00000243483	0	0	2	0
ENSG00000243485	0	0	0	0
ENSG00000243486	0	0	0	1
ENSG00000243488	0	0	0	0
ENSG00000243489	0	0	0	0
ENSG00000243491	0	2	4	0
ENSG00000243494	0	0	1	0
ENSG00000243495	4	2	2	2
ENSG00000243498	21	8	14	14
ENSG00000243499	2	1	0	1
ENSG00000243501	0	0	0	0
ENSG00000243503	0	0	0	1
ENSG00000243504	18	11	7	6
ENSG00000243505	0	0	0	0
ENSG00000243507	1	0	0	0
ENSG00000243508	1	4	3	2
ENSG00000243509	0	0	0	0
ENSG00000243510	0	0	0	0
ENSG00000243514	2	2	0	4
ENSG00000243516	0	0	0	0
ENSG00000243517	24	12	10	18
ENSG00000243518	0	0	0	0
ENSG00000243519	1	0	0	0
ENSG00000243521	0	0	0	0
ENSG00000243531	0	0	0	0
ENSG00000243532	0	0	0	0
ENSG00000243537	1	1	0	1
ENSG00000243538	2	0	1	2
ENSG00000243539	0	0	0	0
ENSG00000243541	0	0	0	0
ENSG00000243543	0	0	0	0
ENSG00000243544	0	0	1	0
ENSG00000243546	0	0	0	0
ENSG00000243547	121	112	68	79
ENSG00000243548	1	3	0	0
ENSG00000243549	0	0	0	0
ENSG00000243550	0	0	0	0
ENSG00000243554	179	171	83	59
ENSG00000243560	0	0	0	0
ENSG00000243562	0	0	0	0
ENSG00000243566	2	2	6	1
ENSG00000243568	0	1	0	0
ENSG00000243572	4	0	2	1
ENSG00000243574	0	0	0	0
ENSG00000243581	0	0	0	0
ENSG00000243583	0	0	0	0
ENSG00000243584	0	0	3	16
ENSG00000243591	0	0	0	0
ENSG00000243592	0	5	1	1
ENSG00000243593	0	0	0	0
ENSG00000243596	0	0	0	0
ENSG00000243601	0	0	0	0
ENSG00000243607	0	0	2	0
ENSG00000243609	0	0	1	0
ENSG00000243613	0	0	0	0
ENSG00000243620	3	0	0	2
ENSG00000243621	0	0	0	0
ENSG00000243627	0	0	0	0
ENSG00000243629	0	0	0	2
ENSG00000243633	0	0	0	0
ENSG00000243635	0	0	0	0
ENSG00000243636	0	0	0	0
ENSG00000243641	0	0	0	0
ENSG00000243642	2	3	0	2
ENSG00000243643	0	0	0	0
ENSG00000243646	1760	1182	1564	1534
ENSG00000243648	0	0	0	2
ENSG00000243649	144	65	16	20
ENSG00000243650	11	4	5	3
ENSG00000243655	0	0	0	0
ENSG00000243658	0	0	0	0
ENSG00000243659	0	0	2	2
ENSG00000243660	180	106	142	147
ENSG00000243661	0	0	0	0
ENSG00000243663	12	2	8	7
ENSG00000243664	0	0	0	0
ENSG00000243667	158	127	198	206
ENSG00000243669	0	2	0	0
ENSG00000243671	0	0	0	0
ENSG00000243672	2	1	1	2
ENSG00000243674	0	0	2	0
ENSG00000243675	2	0	0	0
ENSG00000243678	124	51	78	56
ENSG00000243679	50	23	50	33
ENSG00000243680	74	47	29	29
ENSG00000243686	0	0	0	0
ENSG00000243687	0	0	0	0
ENSG00000243694	0	0	0	0
ENSG00000243695	0	0	0	0
ENSG00000243696	12	5	13	16
ENSG00000243697	6	3	3	5
ENSG00000243700	0	0	0	0
ENSG00000243701	273	209	233	207
ENSG00000243702	0	0	0	0
ENSG00000243704	0	0	2	0
ENSG00000243705	0	0	0	0
ENSG00000243708	4	3	2	0
ENSG00000243709	0	0	1	0
ENSG00000243710	10	4	10	3
ENSG00000243711	4	6	4	4
ENSG00000243715	0	0	0	0
ENSG00000243716	122	64	115	91
ENSG00000243720	3	2	0	0
ENSG00000243721	0	0	0	0
ENSG00000243723	0	0	0	0
ENSG00000243725	100	69	70	75
ENSG00000243729	0	0	0	0
ENSG00000243730	4	0	2	0
ENSG00000243733	0	0	0	0
ENSG00000243738	6	0	4	1
ENSG00000243742	604	380	14	11
ENSG00000243744	0	1	0	0
ENSG00000243746	59	29	36	36
ENSG00000243749	0	0	0	0
ENSG00000243753	319	179	282	242
ENSG00000243758	0	0	0	0
ENSG00000243759	9	9	10	13
ENSG00000243761	2	1	1	1
ENSG00000243762	0	0	0	0
ENSG00000243766	0	0	0	0
ENSG00000243770	0	0	0	0
ENSG00000243771	1	0	0	2
ENSG00000243772	0	0	0	0
ENSG00000243775	5	3	2	2
ENSG00000243777	8	3	3	2
ENSG00000243779	1	1	0	2
ENSG00000243780	0	0	0	0
ENSG00000243781	0	0	0	0
ENSG00000243782	0	0	0	0
ENSG00000243789	2	2	4	1
ENSG00000243792	0	0	0	0
ENSG00000243794	0	0	0	0
ENSG00000243795	11	13	2	6
ENSG00000243797	0	0	2	2
ENSG00000243799	0	0	0	0
ENSG00000243801	0	0	0	0
ENSG00000243802	3	3	7	7
ENSG00000243806	1	1	2	2
ENSG00000243810	0	0	0	0
ENSG00000243811	109	48	34	27
ENSG00000243813	0	0	0	0
ENSG00000243817	0	0	0	0
ENSG00000243818	0	0	0	0
ENSG00000243819	3	5	8	12
ENSG00000243822	0	0	0	0
ENSG00000243824	5	2	0	2
ENSG00000243828	0	0	0	0
ENSG00000243829	45	16	16	21
ENSG00000243830	12	4	3	5
ENSG00000243831	0	0	0	0
ENSG00000243832	0	0	0	0
ENSG00000243836	0	0	0	0
ENSG00000243838	0	0	0	0
ENSG00000243844	4	1	1	2
ENSG00000243845	0	0	0	0
ENSG00000243847	0	0	2	0
ENSG00000243849	0	0	0	0
ENSG00000243853	0	0	0	0
ENSG00000243854	0	1	0	0
ENSG00000243855	0	0	0	0
ENSG00000243856	0	0	0	0
ENSG00000243859	25	25	21	20
ENSG00000243861	0	0	0	0
ENSG00000243864	0	0	0	0
ENSG00000243870	0	0	2	0
ENSG00000243871	0	0	0	0
ENSG00000243872	0	0	0	0
ENSG00000243873	0	0	0	0
ENSG00000243877	0	0	0	0
ENSG00000243883	0	0	0	0
ENSG00000243885	0	0	0	3
ENSG00000243886	5	1	8	10
ENSG00000243888	0	0	0	0
ENSG00000243889	0	0	0	0
ENSG00000243894	1	3	1	1
ENSG00000243896	10	8	2	4
ENSG00000243900	2	0	0	2
ENSG00000243902	0	4	0	0
ENSG00000243903	0	0	0	0
ENSG00000243904	3	0	1	1
ENSG00000243905	0	0	0	0
ENSG00000243910	0	0	0	2
ENSG00000243911	0	2	0	0
ENSG00000243914	1	0	0	0
ENSG00000243915	1	1	0	0
ENSG00000243916	0	0	0	0
ENSG00000243918	3	0	2	2
ENSG00000243920	0	0	0	0
ENSG00000243925	1	2	0	1
ENSG00000243926	16	7	33	27
ENSG00000243927	1599	1085	1674	1564
ENSG00000243929	0	0	0	0
ENSG00000243930	0	0	0	0
ENSG00000243939	0	0	0	0
ENSG00000243943	974	649	663	674
ENSG00000243944	0	0	0	1
ENSG00000243945	0	0	0	0
ENSG00000243951	0	0	0	0
ENSG00000243953	3	7	47	61
ENSG00000243954	0	0	0	0
ENSG00000243955	1	0	75	48
ENSG00000243957	0	0	0	0
ENSG00000243959	0	0	0	0
ENSG00000243960	9	4	14	7
ENSG00000243961	0	0	569	611
ENSG00000243964	42	20	19	31
ENSG00000243967	0	0	0	0
ENSG00000243968	0	0	1	0
ENSG00000243969	0	0	4	3
ENSG00000243970	21	17	16	40
ENSG00000243974	9	1	9	10
ENSG00000243976	0	0	0	0
ENSG00000243977	0	0	0	1
ENSG00000243978	128	103	30	44
ENSG00000243979	0	0	0	0
ENSG00000243980	0	0	0	0
ENSG00000243981	0	0	0	0
ENSG00000243986	0	0	0	0
ENSG00000243988	2	0	1	0
ENSG00000243989	7	0	19	17
ENSG00000243991	0	0	0	0
ENSG00000243993	0	0	0	0
ENSG00000243995	0	0	0	0
ENSG00000244000	0	0	0	0
ENSG00000244002	8	1	1	4
ENSG00000244003	0	0	0	0
ENSG00000244004	0	1	0	0
ENSG00000244005	1017	524	2141	2107
ENSG00000244006	0	0	0	0
ENSG00000244009	4	2	3	1
ENSG00000244018	0	0	0	0
ENSG00000244019	4	1	0	2
ENSG00000244020	0	0	0	2
ENSG00000244021	5	0	0	1
ENSG00000244024	0	0	0	0
ENSG00000244025	0	0	0	0
ENSG00000244026	382	237	1054	949
ENSG00000244031	0	0	0	0
ENSG00000244033	0	0	0	0
ENSG00000244034	0	0	0	0
ENSG00000244036	0	1	0	0
ENSG00000244038	22703	12008	9722	8564
ENSG00000244039	0	0	0	0
ENSG00000244040	1	2	0	0
ENSG00000244041	23	20	32	23
ENSG00000244043	6	2	3	7
ENSG00000244044	0	0	0	0
ENSG00000244045	339	192	246	256
ENSG00000244048	8	1	0	1
ENSG00000244050	0	0	0	0
ENSG00000244052	10	6	3	3
ENSG00000244053	7	0	5	2
ENSG00000244055	9	2	24	17
ENSG00000244056	2	1	4	4
ENSG00000244057	0	0	0	0
ENSG00000244060	3	0	1	0
ENSG00000244061	0	0	0	0
ENSG00000244062	0	0	47	40
ENSG00000244063	3	1	5	0
ENSG00000244065	0	0	0	0
ENSG00000244066	0	0	0	0
ENSG00000244067	0	2	12	9
ENSG00000244071	0	0	0	0
ENSG00000244073	12	8	5	10
ENSG00000244076	2	1	1	0
ENSG00000244080	0	0	0	1
ENSG00000244081	0	0	0	0
ENSG00000244083	0	0	0	0
ENSG00000244086	6	5	4	0
